parent_asin,date_first_available,title,description,filename,main_category,categories,store,average_rating,rating_number,price
B0BSS18HX7,2023-01-21,"SOLPNOW Women's Shiny Flat Ankle Waterproof Rain Boots,Comfortable Lightweight Boots,Non-Slip Casual Chelsea Boots","-------------------------------------------------- ------------------------------------ We provide you with a variety of trustworthy and high-quality products, and hope you can buy the products you like! 💌If you have any questions, please contact us, we will have a dedicated customer service to answer you within 24 hours! happy shopping! Women'S Shiny Flat Ankle Waterproof Rain Boots,Comfortable Lightweight Boots,Non-Slip Casual Chelsea Boots Non-slip and waterproof, fashion solid color martin rain boots, you can never get tired of it, so it is very versatile Durability: Firm and flexible, comfortable and wear-resistant, comfortable to walk. perfect match: Stylish and unique design, perfect match with most clothes, suitable for any occasion. Gender: Female Color: black, white, pink, apricot Upper material: PVC Closing method: pull on Toe shape: round toe Function: breathable, warm, wear-resistant Occasion: Outdoor/Indoor/Walking size chart US 5 B(M) US = Heel to Toe 9 inch(23cm) = China Size 36 US 6 B (M) US = Heel to Toe 9 1/4 inch(23.5cm) = China Size 37 US7 B (M) US = Heel to Toe 9 1/2 inch(24cm) = China Size 38 US 8 B(M) US = Heel to Toe 9 5/8 inch(24.5cm) = China Size 39 US 8.5 B (M) US = Heel to Toe 9 7/8 inch(25cm) = China Size 40 US 9 B (M) US = Heel to Toe 10 inch(25.5cm) = China Size 41 Package includes: A pair of women's waterproof rain boots, a pair of foot massage stockings (random color) (Please check the size chart carefully before purchasing) ?Kind tips: 1. Manual measurement, please allow slight size error. 2. Due to different screens, the color may be slightly different.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Boot Shop', 'Women', 'Outdoor & Work', 'Rain']",SOLPNOW,1.0,1.0,39.99
B0BSV8B1FW,2023-01-05,"Balaclava Ski Mask - Winter Face Mask for Men & Women - Cold Weather Gear for Skiing, Snowboarding & Motorcycle Riding","This one-size-fits-most winter mask was designed to keep your face and head warm while at altitude or in cold climates. Making it the perfect winter mask for men or women. Whether you’re after a snowmobile balaclava or a motorcycle balaclava, these babies are just the thing to stuff in your pocket for a day outdoors. Wear as a winter ski mask or as a face cover for snowboarding. A thermal balaclava can take the chill out of a day. The design allows for easy ventilation, allowing you to breathe easily while still staying protected from the sun, snow, and wind. Winter face masks aren’t just for the snow. Anyone who loves the outdoors and adventure knows the benefits of having a cold weather face mask in their kit when hiking, cycling, running, camping, motorcycling, or fishing. A fitted style that's handy all year! Not suitable for bank robbers.",meta_Automotive,Automotive,"['Automotive', 'Motorcycle & Powersports', 'Protective Gear', 'Riding Headwear', 'Balaclavas']",Tough Headwear,4.5,20982.0,12.95
B0BXT62BZ4,2023-03-08,"Giantex Kitchen Pantry Cabinet, 72” Tall Buffet Cupboard with 2-Door Sideboards, Large Drawer, 3 Adjustable Shelves & Anti-Tipping Kits, Storage Cabinet for Dining Room Living Room (White & Green)","Description: The kitchen pantry cabinet will be a practical and charming storage addition! Strong frame contains an upper 3-tier shelf, a deep drawer and a lower 2-tier shelf, all offer large storage to avoid chaos in your kitchen. More, the buffet cabinet has 3 adjustable shelves in total, each one has 3 positions (2 with 2.5”/gear adjustable distance, a with 6.3”/gear adjustable distance). More, the cupboard cabinet comes with 2 anti-tipping kits for added safety. It also offers other considerate details. Each enclosed cabinet has a magnetic catch to keep doors closed. The drawer features shell-shaped handles and metal slides for easy opening. Also, the tall storage cabinet shows a modern look to refresh your home finishes. Features: Upper 3-tier shelf keeps condiments organized Pull-out drawer offers ample space for tableware Lower 2-tier shelf holds small home appliances tidy With 3 adjustable shelves, two 3-level adjustable, 2.5” per gear, a 3-level adjustable, 6.3” per gear 2 anti-tipping kits, upgraded for much more stable fixation to avoid toppling 4-door design for easy access to stored items Magnetic catches efficient to keep doors closed tightly Shell-shaped handles for easy opening and delicate design Metal drawer slides realize smooth and quiet pulling Impressive practicality in multi-scene use, such as kitchen, dining room, living room, study room Specifications: Color: White & Green Material: MDF, Engineered Wood Overall Dimension: 31” x 16” x 72”(L x W x H) Inner Size of Upper Cabinet: 29” x 14” x 32”(L x W x H) Inner Size of Lower Cabinet: 29” x 13” x 26”(L x W x H) Inner Size of Drawer: 27” x 12” x 4” (L x W x H) Load Capacity of Each Shelf: 70lbs Load Capacity of Drawer: 70lbs Net Weight: 100lbs Package Includes: 1 x Kitchen Pantry Cabinet 1 x User Guide",meta_Home_and_Kitchen,Amazon Home,"['Home & Kitchen', 'Furniture', 'Dining Room Furniture', 'Pantries']",Giantex,4.4,6.0,189.98
B0C9DCM9GX,2023-06-26,Men's Casual Tracksuits Sportswear Short Sleeve Outfit T-Shirt Trousers Two-Piece Short Set,"Material: yellow, black and blue fabrics are 98% face, 2% polyester, and the other three are polyester.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Sets', 'Active Tracksuits']",Taamlou,4.1,62.0,42.9
B0BYBG1PPD,2023-03-05,"Gateway 15.6"" FHD Ultra Slim Budget Notebook, Intel Pentium Processor(4-Core, up to 3.1 GHz), 4GB RAM, 128GB Storage, Precision Touchpad, HDMI, Type-C Windows 10S, Microsoft 365 1 Year, Charcoal Black","Processor:
Intel® Pentium® Silver N5030 Processor (1.10GHz, Up to 3.10GHz, 4M Cache)
Display:
15.6” LCD IPS Display, (1920 x 1080)
Operating system:
Windows 10 Home 64-bit English in S mode
Video Card:
Intel UHD Graphics 605
Memory:
4 GB DDR4 RAM
Hard drive Size:
128GB eMMC
Wireless:
Wi-Fi5 (802.11ac) for speeds up to 3x faster than 802.11n
Ports:
HDMI Output x 1, USB Type-C x 1, USB 3.0 x 2
Battery:
Up to 8.5 hours of battery life
Dimensions:
14.8” x 9.6” x 0.8” Inches
Weight:
4.2lbs
Color:
Black
ENERGY STAR Certified:
Yes
How to switch s mode to windows 10
1.
On your PC running Windows 10 in S mode, open Settings > Update & Security > Activation.
2.
In the Switch to Windows 10 Home or Switch to Windows 10 Pro section, select Go to the Store. (If you also see an ""Upgrade your edition of Windows"" section, be careful not to click the ""Go to the Store"" link that appears there.)
3.
On the Switch out of S mode (or similar) page that appears in the Microsoft Store, select the Get button. After you see a confirmation message on the page, you'll be able to install apps from outside of the Microsoft Store.",meta_Electronics,Computers,"['Electronics', 'Computers & Accessories', 'Computers & Tablets', 'Laptops', 'Traditional Laptops']",Gateway,4.1,15.0,189.99
B0CGRVSZRS,2023-08-28,Oakley Men's Sierra DWR Fleece Hoody 2.0,"Bold color blocking and water-repellent technology combine to make the Sierra DWR Fleece Hoody 2.0 an ideal choice for year ‘round casual comfort. The adjustable drawcord hoodie and elastic cuff and hem ensure dependable warmth, and a kangaroo pocket doubles as a hand warmer.",meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Men', 'Hoodies']",Oakley,4.4,43.0,
B0BS3KG3V3,2023-01-11,Valentine’s Day Corner Bookmark for Book Lovers Personalized Handmade Corner Bookmark for Students Meaningful Gift for Readers Friends Students 4Pcs,Personalized Hand Corner Bookmark,meta_Office_Products,Office Products,"['Office Products', 'Office & School Supplies', 'Book Covers & Book Accessories', 'Bookmarks']",Dremcoue,3.9,18.0,6.98
B0BS8GZS7T,2023-01-13,"Phone Protective Case For Samsung Galaxy S23 Ultra Case, Luxury Carbon Fiber PU+TPU Hybrid Case Full Protection Shockproof Flip Case Cover for Samsung Galaxy S23 Ultra Flip Case Cover ( Color : Green","Feature:1.Carbon Fiber PU and TPU Hybrid Case,The flip Leather Case design, with card slot, Can be converted into a supporting stand.2.Auto-absorbed magnetic closing system.3.Comprehensive all-around protection.4.Hands-free standing.The sturdy bracket provides multiple viewing angles to find the most comfortable way.5.Precise cutting: easy access to all ports.What's in the Package:1xdropproof Case",meta_Cell_Phones_and_Accessories,All Electronics,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves', 'Flip Cases']",YUYOG,5.0,1.0,
B0BZ9PLZB5,2023-03-22,Vionic Lida Thong Post Sandal with Arch Support,"Introducing the Vionic Lida Toe Post Sandal the perfect addition to your summer wardrobe Made with premium leather and designed with utmost comfort in mind, these sandals feature a biomechanical footbed that provides exceptional arch support and helps align your feet to their natural position. The toe post design adds a touch of elegance while also ensuring a secure fit. Plus, the TPR outsole provides excellent traction and durability, making these sandals suitable for any adventure. Whether youre strolling on the beach or running errands in the city, the Vionic Lida Toe Post Sandal offers style, comfort, and support that will keep you feeling great all day long Order now and step into your best summer yet",meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Sandals', 'Flip-Flops']",Vionic,4.5,61.0,59.5
B0BXRN1JSB,2023-03-08,"Hopwin Led Window Sill Light, Corridor Light, White Warm Light Wall Light, Bedroom Night Light, Sensor Light, Cabinet Light, Decorative Lights, Suitable for Family (Warm)","🔥 99.6% of Customers Recommends This Product.
🔥 Save 5% for 3 items, Save 10% for 4 items and Save 15% for 5 items in the whole store
👍 Delivery Worldwide 7-15 working days.
💎⚠If you have any question you can always send us an e-mail. We will a-nswer you and solve your problem as soon as possible.Our goal is to provide a first class customer service. We will never let our customer suffer loss please give us a chance to serve you.💎
❤️-- Have a nice day!--❤️
Feature:
Data: Plastic
Color:White
Light : White，Warm
Product size: 30x2x2cm/11.81x0.78x0.78in
Packing size: 36.7x2.5x2.3cm/14.44x0.98x0.90in
Gross weight: 74.3g/0.16lb
Package Content:
1x light.
1x usb charging cable
2x magnet sheet",meta_Tools_and_Home_Improvement,Tools & Home Improvement,"['Tools & Home Improvement', 'Lighting & Ceiling Fans', 'Wall Lights', 'Night Lights']",Hopwin,1.0,2.0,
B0BTRM648H,2023-02-03,"mozitify Customized Phone Case for Galaxy S23 Plus, Multi-Photo Phone Case Protective Soft TPU Phone Case, Photo Text Phone Case Customized Phone Case for Her Him, Black","Personalized Photo Phone Case
-Make Your Own Phone Case with Photo, Text, Logo. Keep those precious moments with you everywhere.  This phone case is also a perfect gift for your loved one, family, friends by uploading high pixel photos and make this special phone case.
Specification:
Only for
Galaxy S23 Plus
Material: Soft TPU Color: Black Package includes: 1xPhone Case
How to Custom:
1.Please check your phone model first. (You can find your phone model on setting page of your phone. ) 2.Chose template you like. 3.Click ’Customize Now’. 4.Upload photos. (Please mind the camera part.) 5.Add your text(Optional). The text box will automatically load in the centre, just drag to where you want it.  6.Add to cart and place the order.
Note:
1.Please upload high quality images if you expect high definition print! Use original photo instead of screenshot!  2.According to Amazon Return Policy about the Customized Product, the item can not be exchanged or returned unless the products are damaged or defective upon arrival.",meta_Cell_Phones_and_Accessories,,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves', 'Basic Cases']",mozitify,5.0,1.0,
B0C7445BTX,2023-06-05,"Coward 9"" Beige Velvet Necklace Stand for Selling, Medium Small Necklace Jewelry Bust Display Holder for Home or Store Show","9"" Beige Velvet Necklace Stand for Selling, Medium Small Necklace Jewelry Bust Display Holder for Home or Store Show",meta_Clothing_Shoes_and_Jewelry,Tools & Home Improvement,"['Clothing, Shoes & Jewelry', 'Shoe, Jewelry & Watch Accessories', 'Jewelry Accessories', 'Jewelry Boxes & Organizers', 'Jewelry Towers']",Coward,4.6,143.0,10.99
B09WY3QH9W,2023-03-01,"Soundcore Anker Rave PartyCast Portable Party Speaker, Huge 101dB Sound, PartyCast Technology, Fully Waterproof, USB Charger, Beat-Driven Light Show, App, Party Games, for Outdoors(Renewed)","Blast Out the Tunes: A massive 101dB of sound with body-shaking bass that’s boosted in real-time by BassUpTM technology is pumped out by a 5.25-inch woofer, passive radiator, and 2-inch tweeter. Turn up the volume and create a party in virtually any indoor or outdoor space.",meta_Electronics,All Electronics,"['Electronics', 'Portable Audio & Video', 'Portable Speakers & Docks', 'Portable Bluetooth Speakers']",Soundcore,3.9,40.0,109.99
